"Type","Environment","ResourceGroup","SubscriptionId","Section","Status","Passed","Total","Percent","Message","SubItem"
"check","law-prod-us","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Impossible travel activity"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Impossible travel activity"
"check","law-prod-us","","","Analytics","WARNING","0","0","0","Microsoft incident creation rule - will be deactivated after onboarding","Impossible travel activity"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Token replay attack detected"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Token replay attack detected"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Token replay attack detected"
"check","law-prod-us","","","Analytics","WARNING","0","0","0","Microsoft incident creation rule - will be deactivated after onboarding","Token replay attack detected"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Privilege escalation via service account"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Privilege escalation via service account"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Privilege escalation via service account"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Mass file download by single user"
"check","law-prod-us","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Mass file download by single user"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Mass file download by single user"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","GitHub secret exposure detected"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","GitHub secret exposure detected"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","GitHub secret exposure detected"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Teams external sharing anomaly"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Teams external sharing anomaly"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Teams external sharing anomaly"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Suspicious inbox forwarding rule"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Suspicious inbox forwarding rule"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Suspicious inbox forwarding rule"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Unusual database query volume"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Unusual database query volume"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Unusual database query volume"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Intune device enrollment anomaly"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Intune device enrollment anomaly"
"check","law-prod-us","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Intune device enrollment anomaly"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Azure Firewall rule modification"
"check","law-prod-us","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Azure Firewall rule modification"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Azure Firewall rule modification"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Power Platform DLP violation"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Power Platform DLP violation"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Power Platform DLP violation"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Guest user added to sensitive group"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Guest user added to sensitive group"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Guest user added to sensitive group"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Sentinel rule tampering detected"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Sentinel rule tampering detected"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Sentinel rule tampering detected"
"check","law-prod-us","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Azure Key Vault secret accessed"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Azure Key Vault secret accessed"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Azure Key Vault secret accessed"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Azure Key Vault secret accessed"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Unusual VM deployment pattern"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Unusual VM deployment pattern"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Unusual VM deployment pattern"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Anomalous sign-in activity"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Anomalous sign-in activity"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Anomalous sign-in activity"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Azure DevOps pipeline tampering"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Azure DevOps pipeline tampering"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Azure DevOps pipeline tampering"
"check","law-prod-us","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Scheduled task creation for persistence"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Scheduled task creation for persistence"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Scheduled task creation for persistence"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Scheduled task creation for persistence"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Data exfiltration to external storage"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Data exfiltration to external storage"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Data exfiltration to external storage"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Phishing email received by executive"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Phishing email received by executive"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Phishing email received by executive"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Storage account public access enabled"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Storage account public access enabled"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Storage account public access enabled"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Malware detected on endpoint"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Malware detected on endpoint"
"check","law-prod-us","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Malware detected on endpoint"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Network port scanning activity"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Network port scanning activity"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Network port scanning activity"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Zero-day exploit attempt"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Zero-day exploit attempt"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Zero-day exploit attempt"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","DNS tunneling detected"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","DNS tunneling detected"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","DNS tunneling detected"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Suspicious PowerShell execution"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Suspicious PowerShell execution"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Suspicious PowerShell execution"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Web shell detected on server"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Web shell detected on server"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Web shell detected on server"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Ransomware behavior pattern"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Ransomware behavior pattern"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Ransomware behavior pattern"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Network security group rule change"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Network security group rule change"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Network security group rule change"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Credential dumping via LSASS"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Credential dumping via LSASS"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Credential dumping via LSASS"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Container escape attempt"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Container escape attempt"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Container escape attempt"
"check","law-prod-us","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Email auto-forward to external domain"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Email auto-forward to external domain"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Email auto-forward to external domain"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Email auto-forward to external domain"
"check","law-prod-us","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Lateral movement via RDP"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Lateral movement via RDP"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Lateral movement via RDP"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Lateral movement via RDP"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Mass mailbox permission change"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Mass mailbox permission change"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Mass mailbox permission change"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Device compliance policy violation"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Device compliance policy violation"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Device compliance policy violation"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Unauthorized API access"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Unauthorized API access"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Unauthorized API access"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Service principal key credential added"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Service principal key credential added"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Service principal key credential added"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Suspicious login from anonymous IP"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Suspicious login from anonymous IP"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Suspicious login from anonymous IP"
"check","law-prod-us","","","Analytics","WARNING","0","0","0","Doesn't generate incidents. Alerts aren't visible in the Defender portal - they appear in SecurityAlerts table in Advanced Hunting","Logic App connector abuse"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Logic App connector abuse"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Logic App connector abuse"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Compromised account activity"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Compromised account activity"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Compromised account activity"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Watchlist entity match"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Watchlist entity match"
"check","law-prod-us","","","Analytics","OK","0","0","0","No custom alert grouping","Watchlist entity match"
"check","law-prod-us","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Insider threat - bulk data access"
"check","law-prod-us","","","Analytics","OK","0","0","0","No incident reopening","Insider threat - bulk data access"
"check","law-prod-us","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Insider threat - bulk data access"
"score","law-prod-us","","","Analytics","","141","153","92.16","",""
"check","law-prod-us","","","Automation","OK","0","0","0","Configured correctly","Auto-classify informational alerts"
"check","law-prod-us","","","Automation","OK","0","0","0","Configured correctly","Auto-assign severity to identity alerts"
"check","law-prod-us","","","Automation","OK","0","0","0","Configured correctly","Add watchlist entity enrichment"
"check","law-prod-us","","","Automation","OK","0","0","0","Configured correctly","Tag incidents from cloud apps"
"check","law-prod-us","","","Automation","OK","0","0","0","Configured correctly","Notify compliance team"
"check","law-prod-us","","","Automation","OK","0","0","0","Configured correctly","Close duplicate alerts"
"check","law-prod-us","","","Automation","OK","0","0","0","Configured correctly","Enrich with threat intelligence"
"check","law-prod-us","","","Automation","OK","0","0","0","Configured correctly","Post to Teams channel"
"check","law-prod-us","","","Automation","OK","0","0","0","Configured correctly","Notify SOC lead on P1 incidents"
"check","law-prod-us","","","Automation","OK","0","0","0","Configured correctly","Auto-close test environment alerts"
"check","law-prod-us","","","Automation","OK","0","0","0","Configured correctly","Escalate unresolved after 4 hours"
"check","law-prod-us","","","Automation","OK","0","0","0","Configured correctly","Add affected assets tag"
"check","law-prod-us","","","Automation","WARNING","0","0","0","Change trigger from Incident Provider to Alert Product Name","Route critical incidents to Tier 3"
"check","law-prod-us","","","Automation","WARNING","0","0","0","Uses Description field as condition. Field removed from SecurityIncident after onboarding","Suppress known false positives"
"check","law-prod-us","","","Automation","WARNING","0","0","0","Uses alert trigger. After onboarding, alert triggers act only on Sentinel alerts","Run playbook on endpoint alerts"
"check","law-prod-us","","","Automation","WARNING","0","0","0","Triggered by Fusion incidents. Fusion will be disabled after onboarding","Trigger IR workflow"
"score","law-prod-us","","","Automation","","12","16","75","",""
"score","law-prod-us","","","Final","","170","190","89.47","",""
"env","law-dev","rg-sentinel-dev","c3d4e5f6-a7b8-9012-cdef-123456789012","","","0","0","0","",""
"check","law-dev","","","Defender Data","WARNING","0","0","0","The table DeviceInfo has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-dev","","","Defender Data","WARNING","0","0","0","The table DeviceNetworkInfo has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-dev","","","Defender Data","WARNING","0","0","0","The table DeviceProcessEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-dev","","","Defender Data","WARNING","0","0","0","The table DeviceNetworkEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-dev","","","Defender Data","WARNING","0","0","0","The table DeviceFileEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-dev","","","Defender Data","WARNING","0","0","0","The table DeviceRegistryEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-dev","","","Defender Data","WARNING","0","0","0","The table DeviceLogonEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-dev","","","Defender Data","WARNING","0","0","0","The table DeviceImageLoadEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-dev","","","Defender Data","WARNING","0","0","0","The table DeviceEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-dev","","","Defender Data","WARNING","0","0","0","The table DeviceFileCertificateInfo has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-dev","","","Defender Data","WARNING","0","0","0","The table EmailEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-dev","","","Defender Data","WARNING","0","0","0","The table EmailUrlInfo has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-dev","","","Defender Data","OK","0","0","0","The table EmailAttachmentInfo has a retention of 180 days - need to be stored in Sentinel for more retention",""
"check","law-dev","","","Defender Data","WARNING","0","0","0","The table EmailPostDeliveryEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-dev","","","Defender Data","OK","0","0","0","The table UrlClickEvents has a retention of 90 days - need to be stored in Sentinel for more retention",""
"check","law-dev","","","Defender Data","WARNING","0","0","0","The table CloudAppEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-dev","","","Defender Data","OK","0","0","0","The table IdentityLogonEvents has a retention of 730 days - need to be stored in Sentinel for more retention",""
"check","law-dev","","","Defender Data","OK","0","0","0","The table IdentityQueryEvents has a retention of 365 days - need to be stored in Sentinel for more retention",""
"check","law-dev","","","Defender Data","OK","0","0","0","The table IdentityDirectoryEvents has a retention of 365 days - need to be stored in Sentinel for more retention",""
"check","law-dev","","","Defender Data","OK","0","0","0","The table AlertInfo has a retention of 730 days - need to be stored in Sentinel for more retention",""
"check","law-dev","","","Defender Data","OK","0","0","0","The table AlertEvidence has a retention of 90 days - need to be stored in Sentinel for more retention",""
"score","law-dev","","","Defender Data","","7","21","33.33","",""
"check","law-dev","","","Analytics","WARNING","0","0","0","Fusion rules will be automatically disabled after Microsoft Sentinel is onboarded in Defender",""
"check","law-dev","","","Analytics","WARNING","0","0","0","Doesn't generate incidents. Alerts aren't visible in the Defender portal - they appear in SecurityAlerts table in Advanced Hunting","Network security group rule change"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Network security group rule change"
"check","law-dev","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Network security group rule change"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Service principal key credential added"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Service principal key credential added"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Service principal key credential added"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Identity protection risk event"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Identity protection risk event"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Identity protection risk event"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Network port scanning activity"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Network port scanning activity"
"check","law-dev","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Network port scanning activity"
"check","law-dev","","","Analytics","WARNING","0","0","0","Doesn't generate incidents. Alerts aren't visible in the Defender portal - they appear in SecurityAlerts table in Advanced Hunting","GitHub secret exposure detected"
"check","law-dev","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","GitHub secret exposure detected"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","GitHub secret exposure detected"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Unauthorized API access"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Unauthorized API access"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Unauthorized API access"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Insider threat - bulk data access"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Insider threat - bulk data access"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Insider threat - bulk data access"
"check","law-dev","","","Analytics","WARNING","0","0","0","Microsoft incident creation rule - will be deactivated after onboarding","Insider threat - bulk data access"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Brute force attack on Azure AD"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Brute force attack on Azure AD"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Brute force attack on Azure AD"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Storage account public access enabled"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Storage account public access enabled"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Storage account public access enabled"
"check","law-dev","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Zero-day exploit attempt"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Zero-day exploit attempt"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Zero-day exploit attempt"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Zero-day exploit attempt"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Power Platform DLP violation"
"check","law-dev","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Power Platform DLP violation"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Power Platform DLP violation"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Suspicious login from anonymous IP"
"check","law-dev","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Suspicious login from anonymous IP"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Suspicious login from anonymous IP"
"check","law-dev","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Device compliance policy violation"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Device compliance policy violation"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Device compliance policy violation"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Device compliance policy violation"
"check","law-dev","","","Analytics","WARNING","0","0","0","Doesn't generate incidents. Alerts aren't visible in the Defender portal - they appear in SecurityAlerts table in Advanced Hunting","Mass file download by single user"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Mass file download by single user"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Mass file download by single user"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Compromised account activity"
"check","law-dev","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Compromised account activity"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Compromised account activity"
"check","law-dev","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Sentinel rule tampering detected"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Sentinel rule tampering detected"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Sentinel rule tampering detected"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Sentinel rule tampering detected"
"check","law-dev","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Cloud app consent phishing"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Cloud app consent phishing"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Cloud app consent phishing"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Cloud app consent phishing"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","SQL injection attempt"
"check","law-dev","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","SQL injection attempt"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","SQL injection attempt"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","TI indicator match on network traffic"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","TI indicator match on network traffic"
"check","law-dev","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","TI indicator match on network traffic"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Web shell detected on server"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Web shell detected on server"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Web shell detected on server"
"check","law-dev","","","Analytics","WARNING","0","0","0","Doesn't generate incidents. Alerts aren't visible in the Defender portal - they appear in SecurityAlerts table in Advanced Hunting","Registry modification by unusual process"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Registry modification by unusual process"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Registry modification by unusual process"
"check","law-dev","","","Analytics","WARNING","0","0","0","Microsoft incident creation rule - will be deactivated after onboarding","Registry modification by unusual process"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Teams external sharing anomaly"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Teams external sharing anomaly"
"check","law-dev","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Teams external sharing anomaly"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","MFA bypass attempt"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","MFA bypass attempt"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","MFA bypass attempt"
"check","law-dev","","","Analytics","WARNING","0","0","0","Microsoft incident creation rule - will be deactivated after onboarding","MFA bypass attempt"
"check","law-dev","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Suspicious inbox forwarding rule"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Suspicious inbox forwarding rule"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Suspicious inbox forwarding rule"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Suspicious inbox forwarding rule"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Mass mailbox permission change"
"check","law-dev","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Mass mailbox permission change"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Mass mailbox permission change"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Lateral movement via RDP"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Lateral movement via RDP"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Lateral movement via RDP"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Azure DevOps pipeline tampering"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Azure DevOps pipeline tampering"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Azure DevOps pipeline tampering"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Intune device enrollment anomaly"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Intune device enrollment anomaly"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Intune device enrollment anomaly"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Ransomware behavior pattern"
"check","law-dev","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Ransomware behavior pattern"
"check","law-dev","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Ransomware behavior pattern"
"check","law-dev","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","API Management suspicious usage"
